Name,Type,AUM,Typical Check Size,HQ / Location,Industry,Sectors,Stages,Portfolio Count,Founded,Employees,Website,LinkedIn,Twitter,Emails,Phones,Addresses,Description,Status,Source,Enrichment Status,Record ID
CANICA AS,Family Office,$5B+,$50M-$500M,"Oslo, Norway","Industrial Investments, Financial Investments, Real Estate",Industrial; Real Estate; Financial Services; Consumer Goods; Retail,Growth; Bridge,20,1985,11-50,https://www.canica.no,https://www.linkedin.com/company/canica-as,,post@canica.no,47 24 13 30 00,,"Canica AS is the family office of Norwegian billionaire Stein Erik Hagen, managing his personal wealth and investments across multiple sectors. The firm focuses on long-term, sustainable investments in industrial assets, financial markets, and real estate, with a strong emphasis on responsible and ethical business practices. Canica operates globally but maintains a strategic focus on the Nordics, Central Europe, and the United States.",,folk,enriched,eff8288d-661f-43c7-811f-8e26d08a84c0
Capital Guidance,Family Office,$2B-$5B,$10M-$100M,"Geneva, Switzerland",Investment Management,Real Estate; Industrial Services; Financial Services; Luxury Goods; Technology; Healthcare,Growth; Bridge,20,1985,11-50,https://www.capitalguidance.com,https://www.linkedin.com/company/capital-guidance/,,ismat.rabbat@capitalguidance.com,+1 202-466-5500; 41(0)22 736-7666; (713) 955-1733,"Geneva; 23 rue Ferdinand-Hodler, P.O. Box 6245; Switzerland; 1207","Capital Guidance is a multi-generational family office based in Geneva, Switzerland, with a global investment footprint spanning North America, Europe, Asia, and Africa. The firm focuses on long-term investments in high-quality businesses led by exceptional management teams, alongside managing a diversified portfolio of financial assets, real estate, and luxury home products. Its investment approach blends direct equity stakes with proactive financial management across private and public markets.",,folk,enriched,657d4662-5d70-4617-873f-a7bf722278d5
Crane Group,Family Office,$500M-$1B,$1M-$10M,"Columbus, Ohio, United States of America","Financial Services, Education, Food Security, Community Development, Climate Change",Financial Services; Education; Food Security; Community Development; Climate Change; Impact Investing,Seed; Series A; Series B; Growth,20,1947,11-50,https://www.cranegroup.com,https://www.linkedin.com/company/crane-group/,,rwuerth@cranegroup.com,(614) 754-3000; 16145826211,,"Crane Group is a family-owned investment and holding company based in Columbus, Ohio, with a strong focus on social impact investing. It prioritizes investments in financial services, education, food security, community development, and climate change initiatives, aiming to generate both financial returns and positive societal outcomes. The firm is deeply rooted in community engagement and wealth creation for underrepresented groups.",,folk,enriched,1d6ee82d-2db2-41bc-8cd7-ef3a7964457f
FORUM FAMILY OFFICE GMBH,Family Office,$500M-$1B,$5M-$50M,"Munich, Germany",Investment Management,Technology; Healthcare; Industrials; Software; Fluid Management,Growth; Series C; Series D,20,1990,11-50,https://www.forumgruppe.de,https://www.linkedin.com/company/forum-family-office-gmbh,,s.seiler@forumgruppe.de,49 89 273749 10,,"FORUM Family Office GmbH is a single-family office based in Munich, Germany, managing the wealth of a Munich-based family since 1990. The firm focuses on long-term, direct investments in European companies with strong business models and competitive advantages, adhering to value investing principles. It operates two main investment vehicles: FORUM European Smallcaps (FES) for publicly quoted companies and FORUM Private Equity (FPE) for privately held companies.",,folk,enriched,26165298-3a49-488f-ba58-0541d5d5326b
HEALEY DEVELOPMENT SINGLE FAMILY OFFICE,Family Office,$1B-$2B,$5M-$50M,"Morristown, New Jersey, United States of America","Hedge Fund,Direct Investment,Private Equity,Real Estate, Fund of Funds, Clean Technology, Life Sciences, Tourism, Artificial Intelligence",Real Estate; Private Equity; Hedge Funds; Clean Technology; Life Sciences; Artificial Intelligence; Financial Services,Growth; Series C; Series D; Bridge,20,1995,11-50,http://www.healeydev.com,https://www.linkedin.com/company/healey-development-llc,,melanie.hudson@healeydev.com,(973)656-1818,,"Healey Development Single Family Office is the investment vehicle for the Healey family, founded by Thomas Healey, a former partner at Goldman Sachs & Co. The firm manages the family's wealth through direct investments, private equity, real estate, and hedge fund allocations, with a focus on long-term value creation. It also engages in philanthropic activities through its private foundation and conducts research on U.S. financial policy.",,folk,enriched,56917c90-0103-4896-966a-46b4cf5657b8
HNW Capital,Family Office,$500M-$1B,$1M-$20M,"Rapperswil, Switzerland",Wealth Management & Family Office Services,Technology; Healthcare; Real Estate; Fintech; Alternative Investments,Seed; Series A; Series B; Growth,20,1996,11-50,https://www.hnwcapital.com,https://www.linkedin.com/company/hnw-capital,,renato.vanotti@hnwcapital.com,41 55 220 8800,,"HNW Capital is a multi-family office based in Switzerland, specializing in wealth management, investment advisory, and direct investments for high-net-worth individuals and families. With a focus on private equity, real estate, hedge funds, and alternative investments, the firm provides tailored solutions across technology, healthcare, and other high-growth sectors.",,folk,enriched,6831d41a-ec8c-4ab0-965e-e52346488c48
James Murray,Family Office,$500M-$1B,$1M-$10M,"St Helier, Jersey",Wealth Management & Family Office,Technology; Real Estate; Financial Services; Healthcare; Fintech,Seed; Series A; Series B; Growth,20,1990,11-50,https://www.murrayfamilyoffice.com,https://www.linkedin.com/company/the-murray-family-office-limited,,info@murrayfamilyoffice.com,linkedin.com/company/the-murray-family-office-limited,"St Helier, Jersey","James Murray represents the family office of the Murray family, a prominent European family with diversified investments across real estate, technology, and financial services. Based in Jersey, the office focuses on long-term wealth preservation, direct investments, and strategic partnerships with high-growth companies, primarily in Europe and the UK.",,folk,enriched,a9694b28-0b2e-465b-85ae-89050ce11753
MSFCapitalAdvisors,Family Office,$200M-$500M,$1M-$10M,"New York, United States of America","Family Office, Investment Advisory, Direct Investments",Real Estate; Financial Services; Consumer Goods; Industrials,Growth; Bridge,20,2010,11-50,https://www.msfcapitaladvisors.com,https://www.linkedin.com/company/msfcapitaladvisors,,darrell@msfcapitaladvisors.com,(646)318-4188,,"MSF Capital Advisors is a New York-based family office and investment advisory firm specializing in connecting family offices and high-net-worth individuals with strategic capital solutions. The firm focuses on direct investments in real estate, cash-flow-positive companies, and private enterprises, often structuring club or syndication deals. MSF Capital Advisors emphasizes tailored financing solutions and hands-on partnership to enhance business growth and operational potential for its clients.",,folk,enriched,a124d607-3ee7-49d2-8bed-2627aadd507a
Philipp,Family Office,$500M-$1B,$1M-$10M,"Berlin, Germany",Wealth Management,Technology; Fintech; Sustainability; Healthcare; AI,Seed; Series A; Series B; Series C,20,2015,11-50,https://www.motuventures.com,https://www.linkedin.com/company/motuventures,https://twitter.com/MotuVentures,info@motuventures.com,linkedin.com/company/motuventures,"Berlin, Germany","Philipp is a single-family office based in Berlin, Germany, managing the wealth of the Semmer family. The office focuses on direct investments in European startups, particularly in technology, fintech, and sustainable industries, with a long-term investment horizon.",,folk,enriched,427e671b-1f0b-4b31-bede-51b9121ac8d6
"Summit Equity Investments, LLC",Family Office,$500M-$1B,$10M-$50M,"Los Angeles, United States of America",Real Estate,Real Estate; Multifamily,Growth,20,2005,11-50,https://www.summitei.com,https://www.linkedin.com/company/summit-equity-investments-llc,,lavarr@summitei.com,(310) 308-4241; 17089697186,,"Summit Equity Investments, LLC is a second-generation family office specializing in value-add multifamily real estate investments across high-growth U.S. markets. The firm focuses on acquiring and managing 200+ unit apartment communities, leveraging operational improvements and market demand to generate attractive risk-adjusted returns through cash flow and capital appreciation.",,folk,enriched,7ce06bda-ab3d-448d-ba23-824eaedea8ca
Akasa Group Pte. Ltd.,Family Office,$500M-$1B,$1M-$20M,"Singapore, Singapore",Real Estate & Hospitality Development,Real Estate; Hospitality; Construction; PropTech; Private Equity,Seed; Series A; Series B; Growth,15,2005,11-50,https://www.akasagroup.com,https://www.linkedin.com/company/akasa-group-pte-ltd,,christian.carlson@akasa.com,(970) 209-1462,,"Akasa Group Pte. Ltd. is a single-family office based in Singapore, managing the wealth and investments of the Carlson family. The firm focuses on a diversified portfolio across real estate, hospitality, and private equity, with a strong emphasis on medium to large-scale development projects globally. It also invests in early to growth-stage companies aligned with its strategic interests in design, construction, and development sectors.",,folk,enriched,ce554a20-828d-4a7e-a343-7e230ce38de2
Barronett Family Group,Family Office,$500M-$1B,$1M-$20M,"New York, United States of America","technology, multi-family real estate, unique opportunities",Technology; Real Estate; PropTech; Fintech; Healthcare,Growth; Series A; Series B; Series C,15,2005,11-50,https://www.barronkent.com,https://www.linkedin.com/company/barronett-family-group,,morrowbj@gmail.com,(646) 732-4702,,"Barronett Family Group, also known as BarronKent, is a single-family office based in New York City, managing the wealth of the Barronett family. The firm focuses on direct investments in technology, multi-family real estate, and select unique opportunities, with a preference for partnering with experienced investors to foster growth in its portfolio companies. It operates with a judicious investment philosophy, emphasizing sector expertise and long-term value creation.",,folk,enriched,9a49e72c-01ff-4233-a4be-37cba248dee6
InLight Capital,Family Office,$200M-$500M,$1M-$10M,"Sugar Land, Texas, United States","Private Investments, Real Estate",Real Estate; Private Equity; Alternative Assets; Technology,Growth; Bridge,15,2010,1-10,https://www.inlightcapital.com,https://www.linkedin.com/company/inlight-capital,,sutton.fannon@inlightcapital.com,(512) 472-6990; 19199232298,,"InLight Capital is a single-family office based in Sugar Land, Texas, managing the wealth of the Fannon family. The firm focuses on long-term capital growth through a diversified investment strategy, including private investments, real estate, and other alternative assets. InLight Capital emphasizes flexibility, discretion, and a long-duration approach to compounding wealth across market cycles.",,folk,enriched,47029026-574d-4e67-8ce3-6601f0980d5e
Mitchell Family Office,Family Office,$1B+,$5M-$50M,"Birmingham, Michigan, United States","Real Estate, Venture Capital, Private Equity, Hospitality, Automotive",Real Estate; Healthcare; Automotive; Hospitality; Luxury; Private Equity,Growth; Bridge,15,2015,11-50,https://www.mitchellfo.com,https://www.linkedin.com/company/mitchell-family-office,,mbagnoli@lafayetteoralsurgery.com,(765) 446-8808; 13125062760,,"Mitchell Family Office is a single-family office established by Mark Mitchell, focusing on long-term wealth preservation and growth across diverse sectors. The firm invests in real estate, healthcare, automotive, and luxury hospitality, emphasizing ethical business practices and value-aligned partnerships. It operates with permanent capital and employs proprietary trading strategies to maximize returns while building enduring legacy brands.",,folk,enriched,7fed70f9-ec91-4bbc-bfe4-6fce3b814e19
